site,al,ca,dy,mn,na,k,u,eu,sm,la,ti,lu,nd,co,sc,fe,ce,yb,cs,ta,cr,th,ni,rb,tb,hf,zn,id
"Berbati",94300,83000,4.77,989,3800,39000,2.64,1.44,5.43,35.8,4700,.412,34,29.82,24.03,59200,64.8,2.79,9.74,.808,257,11.95,250,186,.86,3.22,116,227
"Berbati",72300,75000,3.95,1040,4400,26000,1.84,1.2,4.25,26.1,4050,.326,23.2,36.06,20.3,51200,49.9,2.35,6.91,.72,980,8.05,357,119,.68,3.19,124,229
"Berbati",79100,93000,4.52,945,9700,20000,2.17,1.36,5,30.3,4520,.347,30,31.9,20.91,52000,59.6,2.49,7.29,.801,345,10.28,269,117,.78,4.03,144,230
"Berbati",72200,76000,4.45,932,6900,25000,2.09,1.38,5.02,29.1,4480,.358,25.3,25.75,19.19,50400,58.5,2.58,7.16,.794,265,9.77,218,145,.74,4.19,99,231
"Berbati",84100,90000,4.54,932,8600,21000,2.42,1.37,5.31,32.6,5000,.359,32.9,30.55,22.49,54100,65.7,2.71,9.06,.854,288,11.35,252,144,.7,3.66,108,232
"Berbati",70800,116000,4.28,993,5900,23000,2.21,1.23,4.81,28.9,3980,.377,25,28.95,19.82,50700,55.6,2.5,7.31,.768,316,9.65,251,154,.74,3.56,120,233
"Berbati",90700,77000,4.54,1028,3300,31000,2.54,1.42,5.35,34.7,5030,.406,29.8,30.77,24.72,58100,65.6,2.84,8.97,.848,315,11.95,277,149,.71,3.57,114,234
"Berbati",78200,89000,4.58,896,4300,30000,2.48,1.34,5.17,32.8,4720,.379,27.9,28,21.05,53800,61.8,2.79,8.67,.824,239,11.1,208,179,.79,4.04,118,235
"Berbati",31600,141300,2.88,479,9170,7500,1.15,.666,2.828,14.12,2330,.218,12,10.52,7.71,18200,28.4,1.59,3.9,.466,281.7,4.77,86,40,.487,3.16,48,237
"Berbati",49900,9900,4.47,179,11130,10500,1.72,1.104,4.616,23.59,3460,.351,21,13.98,12.57,28500,45.6,2.48,5.3,.762,394.7,7.57,117,67,.726,5.57,76,238
"Berbati",29100,135200,2.85,499,6650,4800,1.17,.732,2.803,13.7,2660,.231,13.5,9.91,7.53,17200,28,1.49,3.9,.485,232.7,4.44,86,42,.479,3.85,43,239
"Berbati",33600,142300,2.87,512,7190,8700,1.22,.756,2.977,15.04,2280,.263,14.8,11.05,8.14,20700,28.8,1.61,4,.515,260.9,4.86,113,47,.458,3.39,44,240
"Kenchreai",59300,104500,3.79,427,12220,18500,2.257,1.064,4.62,29.8,4280,.308,17.7,19.3,10.75,35000,66.6,1.95,3.17,1.356,99.8,9.23,79,82,.535,7.73,48,246
"Kenchreai",77600,35900,5,275,10420,21400,2.403,1.426,6.346,40.53,4560,.342,31.4,14.31,13.96,42800,84.5,2.58,5.9,1.285,112.8,11.24,39,104,.781,7.69,94,247
"Kenchreai",54400,48900,3.39,256,8800,13000,2.995,.85,3.648,23.67,3420,.3,17.5,11.48,9.73,26700,47.2,2.13,3.94,.891,84.4,7.73,29,61,.474,9.43,56,248
"Kenchreai",62500,57800,3.78,232,9510,13000,1.859,1,4.222,27.98,3580,.312,19.1,15.3,10.64,28600,53.4,2.22,2.64,.991,98.6,8.3,85,45,.562,9.52,69,249
"Kenchreai",56800,59800,3.56,310,8250,14700,1.739,1.043,4.451,27.35,3550,.243,21.4,17.41,10.49,32200,55.4,1.96,3.36,.999,94.3,8.02,135,48,.541,5.22,62,250
"Kenchreai",64200,78300,4.5,417,10010,14400,2.536,1.304,5.66,33.29,3670,.364,24,16.13,11.66,30300,67.2,2.63,4.02,.958,82.5,9.08,37,63,.699,7.34,92,251
"Kenchreai",54600,55100,3.53,232,8350,13900,2.561,.816,3.875,24.94,3400,.288,18.2,12.27,9.81,27400,50.3,2.13,3.27,.924,78,8.04,76,42,.583,9.18,126,252
"Kenchreai",74800,74300,4.71,282,4140,14300,2.265,1.407,5.973,38.11,4560,.328,26.9,11.23,13.73,36700,76.8,2.63,5.51,1.206,110.6,9.9,28,98,.842,6.51,84,253
"Corfu",72900,43600,5.9,2061,2470,8600,1.66,1.151,4.975,28.02,4240,.361,31,43.9,19.49,57600,59.3,2.73,2.1,.925,460.1,10.33,432,32,.66,4.73,126,314
"Corfu",64000,78000,36.93,811,6910,15700,2.05,1.047,4.568,25.52,3650,.332,25.9,25.91,16.59,44700,50.8,2.353,4.3,.697,500.4,8.2,244,103,.737,3.81,170,323
"Corfu",62000,13800,20.08,709,8040,17900,2.09,.746,3.43,22.58,4090,.291,20.3,28.04,12.94,37500,51.9,1.99,4.6,.943,800.6,8.92,151,110,.524,5.72,94,324
"Corfu",69100,114000,36.55,936,6290,16700,2.19,1.345,5.799,31.49,3950,.436,29.5,31.83,20.11,50900,58.6,2.991,6.3,.851,399.6,9.79,311,146,1.004,3.62,145,325
"Corfu",69600,92500,39.28,890,10900,21800,2.05,1.212,5.237,28.64,3640,.389,25.8,31.3,19,51000,58.2,2.719,6.2,.808,520.2,9.34,334,126,.884,4.24,96,326
"Corfu",51200,150100,3.2,553,3620,14800,1.9,.849,3.586,22.24,3000,.255,17,21.33,14.04,38200,44.2,1.711,4,.645,359,7.94,269,65,.582,3.08,125,327
"Corfu",76900,86300,5.87,977,4700,14900,2.55,1.303,5.806,32.07,4480,.376,22.2,31.57,23.02,58700,63.9,2.922,1.5,.898,518.8,10.86,323,52,.919,3.97,128,328
"Corfu",60800,98600,4.24,722,5780,15600,1.82,1.007,4.409,24.08,3210,.302,22,25.54,16,42900,49,2.277,2.6,.688,446,7.86,263,62,.726,3.66,93,329
"Corfu",87900,90300,5.23,1053,3200,21400,2.44,1.29,5.675,34.48,4280,.39,30.7,27.41,22.54,56200,70.2,2.848,9.6,.86,250.3,11.52,182,174,.83,3.6,82,330
"Corfu",67000,81300,4.85,1262,10630,24100,2.29,1.064,4.812,25.97,3640,.306,24.7,32.11,16.82,44300,57.5,2.553,4.9,.829,371.5,9.5,288,136,.747,4.13,178,331
"Corfu",61200,101400,4.04,702,8480,21400,1.97,1.024,4.353,23.48,3260,.312,18.1,26.31,16.39,42900,47.3,2.329,4.9,.663,457.6,7.96,284,103,.703,3.49,161,332
"Corfu",74700,62300,4.68,939,9270,20400,2,1.175,4.936,26.77,4180,.353,21.9,30.13,19.97,50500,56.9,2.632,6.2,.773,470,9.49,318,156,.794,4.51,115,333
"Kasteli Chania",83800,67000,6.29,445,6210,27000,3.26,1.6,7.76,47.4,5350,.494,42.4,16.41,17.15,43500,90.4,3.45,9.33,1.795,133.6,14.18,108,109,.89,5.87,100,334
"Kasteli Chania",77200,59000,7.94,738,6490,31000,2.97,2,8.92,49.5,5050,.568,47.5,19.9,15.58,46300,90,3.94,6.21,1.641,123.7,12.15,108,107,1.23,5.81,116,335
"Kasteli Chania",83800,4000,6.99,127,4020,16000,3.63,1.68,8.9,62.2,7490,.568,53.7,6.5,16.81,34100,115.5,4.27,6.91,2.166,114.5,16.76,50,127,.99,9.42,91,336
"Kasteli Chania",77100,68000,6.55,397,4690,23000,4.31,1.73,7.93,50.4,5480,.506,48.7,17.28,16.17,46800,93.7,3.57,6.83,1.659,121.3,12.89,73,108,1.03,6.42,136,337
"Kasteli Chania",77700,60000,6.55,346,5860,21000,3.14,1.67,7.7,44.6,5800,.551,47.4,17.51,15.89,42900,96.1,3.56,3.12,1.855,134.5,12.91,93,68,.88,8.11,141,338
"Kasteli Chania",62800,64000,6.87,742,5160,26000,4.38,1.88,8.46,43,4480,.534,45.9,20.13,14.29,39000,88.8,3.76,4.93,1.38,138.9,11.71,103,60,1.07,7.9,98,339
"Kasteli Chania",132200,46000,9.97,726,7390,37000,4.39,2.83,12.74,75.4,8130,.712,68.7,40.25,24.15,44100,156.3,4.87,11.25,2.729,154.6,20.52,67,179,1.64,8.17,163,340
"Kasteli Chania",79500,7000,5.68,148,3900,18000,3.58,1.33,6.9,45.8,5900,.465,39.2,8.39,14.44,13500,90.9,3.26,5.95,1.925,93.1,20.52,42,93,.92,8.46,163,341
"Kasteli Chania",73600,69000,9.89,640,6110,31000,3.28,2.7,12.15,76.7,4780,.631,67.2,16.48,14.56,42600,86.9,4.36,6.03,1.478,110.3,11.8,97,93,1.56,5.85,223,342
"Kasteli Chania",58800,75000,5.22,391,5060,22000,3.62,1.55,6.8,41.4,3990,.422,36.3,15.61,13.5,44200,80.3,2.86,4.07,1.315,136.6,9.64,86,63,.72,5.7,116,343
"Kasteli Chania",77300,66000,5.94,522,7300,24000,3.44,1.71,7.46,43.9,5150,.464,41.6,19.71,16.45,47600,92,3.13,6.49,1.617,161.8,12.14,133,100,.98,6.6,95,344
"Kasteli Chania",72500,64000,7.62,843,7020,25000,3.5,2.35,10.63,55.8,4680,.507,55.5,52.18,16.41,48700,157,3.37,6.89,1.284,207.8,10.71,259,105,1.28,5.55,121,345
"Kasteli Chania",112400,3000,15.84,132,4440,20000,4.71,4.43,18.83,93.6,7340,1.042,98.2,17.45,22.67,17610,174.4,6.98,11.52,2.388,158,19.99,123,122,2.95,10.33,135,346
"Kasteli Chania",68100,69000,4.4,250,5600,24000,2.84,1.23,5.57,35.3,4310,.379,31.2,13.75,14.52,44400,72.1,2.3,5.16,1.374,112.1,11.99,96,77,.67,6.05,85,347
"Kasteli Chania",90200,6000,10.66,89,4000,17000,3.83,3.04,12.64,70,6960,.783,68.1,6.78,17.16,13110,127,5.02,8.13,2.256,117.5,17.09,45,102,1.98,10.48,91,348
"Kasteli Chania",97300,3000,8.84,88,3660,15000,4.47,2.46,11.22,68.6,7610,.663,64.1,8.7,19.35,14700,138.9,4.37,7.54,2.511,133.4,18.82,86,144,1.49,9.58,72,349
"Kasteli Chania",88600,89000,6.95,515,10470,21000,3.25,1.9,8.38,52.1,5670,.576,44.8,19.29,17.75,48200,94,3.42,7.91,1.79,142.6,14.36,108,108,1.17,6.89,105,350
"Kasteli Chania",92300,43000,11.44,443,7190,21000,3.76,3.12,13.45,65.3,5750,.85,72.9,22.69,18.71,43900,115.6,5.78,8.18,1.879,146.1,16.05,93,130,1.82,8.15,131,351
"Kasteli Chania",108500,7000,5.68,126,3920,19000,4.66,3.21,14.2,74.4,7560,.824,78.6,11.69,20.54,16810,142.9,5.43,5.95,2.381,146.5,18.73,85,127,2.13,10.14,122,352
"Kasteli Chania",115600,7000,10.64,120,3890,22000,3.88,2.6,12.01,68.2,7690,.701,68.6,9.72,18.55,18910,118.8,4.33,7.46,2.775,131.2,17.35,111,108,1.94,10.27,113,353
"Kasteli Chania",98100,10000,7.76,95,4270,20000,4.62,2.6,12.08,78.6,7530,.646,70.3,7.49,19.84,20000,160.4,4.13,8.66,2.505,149,18.14,55,131,1.55,9.88,88,354
"Kasteli Chania",68000,49000,5.1,409,5030,14000,2.54,1.29,6.23,36.2,3980,.431,34.2,17.01,13.18,43600,88.9,2.59,5.65,1.446,95.3,12.26,91,99,.93,7.21,68,355
"Kasteli Chania",76400,7000,8.22,191,5910,19000,3.21,2.24,9.96,58.3,5440,.577,54,8.16,14.22,22300,127.6,3.71,5.84,1.864,110.1,12.48,49,105,1.44,7.54,94,356
"Kasteli Chania",75300,28000,5.12,224,6750,23000,3.37,1.28,6.13,39.5,4430,.434,33.7,8.82,13.89,24100,81.6,2.86,7.44,1.662,104.5,13.29,52,106,.97,6.28,82,357
"Kasteli Chania",90200,69000,5.97,204,6860,23000,3.45,1.74,7.85,47.7,6120,.514,41,12.5,16.37,31400,99.4,3.16,7.31,2.177,138.3,13.8,79,113,1.05,7.31,97,358
"Kasteli Chania",95900,84000,5.48,480,5790,19000,3.41,1.41,6.64,38.1,4970,.503,36.4,20.28,18.88,60300,94.4,2.92,7.95,1.634,203.7,15,144,111,.96,7.54,84,359
"Kasteli Chania",71000,57000,5.43,277,6260,25000,3.55,1.3,6.18,40.8,4970,.466,34.4,9.68,14.39,26400,83.6,2.79,7.76,1.578,103.1,12.82,62,112,.92,6.74,75,360
"Kasteli Chania",62800,31000,4.38,262,4640,20000,2.47,1.21,5.36,32.2,4320,.378,31.7,10.66,12.09,38300,66.2,2.36,4.81,1.257,85.8,10.91,59,102,.79,6.09,81,361
"Kasteli Chania",82500,58000,5.05,741,7470,30000,3.15,1.31,6.09,35.3,4570,.469,32.4,24.65,18.51,43300,74.8,3.04,6.24,1.129,266.9,11.47,160,138,.96,5.17,148,362
"Kasteli Chania",68400,72000,4.87,258,5620,20000,2.95,1.46,6.17,38.7,4500,.385,33.3,11.09,12.92,29400,82.6,2.64,6.25,1.442,108.9,11.56,43,101,.84,6.39,75,363
"Kasteli Chania",77100,21000,5.05,378,5320,19000,2.82,1.37,6.55,41.2,5310,.467,32.2,12.54,13.93,39500,83,2.73,6.35,1.625,99.9,12.88,66,118,.96,3.17,82,364
"Kasteli Chania",79000,40000,5.9,207,6100,22000,3.91,1.5,7.17,47.1,5750,.529,40.3,11.94,17.26,27000,88.8,3.42,5.24,1.861,184,12.1,115,108,1.04,6.85,83,365
"Kasteli Chania",76800,64000,11.68,364,7770,24000,2.98,2.83,12.2,67.8,5600,.772,64.1,16.1,15.98,46300,83.8,4.94,5.74,1.793,136.1,12.71,108,115,2.19,6.67,90,366
"Kasteli Chania",58900,40000,4.56,400,5190,19000,2.4,1.13,5.27,34,3790,.356,31.1,10.95,11.52,35300,64.9,2.38,4.96,1.171,84.6,10.31,61,89,.81,6.02,57,367
"Kasteli Chania",76000,18000,3.92,120,5170,23000,2.33,.92,4.7,27.6,4050,.367,28.4,8.57,13.87,42200,59.6,2.33,7.33,1.292,81.7,13.74,37,148,.65,6.78,72,368
"Kasteli Chania",66800,78000,5.48,968,6460,25000,2.88,1.5,6.43,38.9,4700,.461,34.1,21.41,15.63,41600,81.7,3.06,6.69,1.409,162.5,11.16,118,121,.96,6.36,111,369
"Kasteli Chania",87200,4000,9.2,112,5540,21000,3.24,2.64,11.53,66.3,6920,.611,62.6,7.34,15.13,17900,161,4.18,5.03,2.373,118.7,13.94,56,112,1.75,6.52,74,370
"Kasteli Chania",65200,49000,5.21,419,5480,19000,3.16,1.37,6.14,41.3,4510,.413,38,14.79,12.88,43800,88.2,2.74,5.68,1.408,118.7,11.35,77,93,.89,6.52,80,371
"Kasteli Chania",97100,57000,7.23,185,7480,31000,4.33,2.52,11.46,61.7,7910,.518,66.7,11.19,18.41,37200,143.1,3.46,6.74,2.531,9.96,14.55,74,124,1.46,8.17,71,372
"Kasteli Chania",76500,54000,4.93,174,6160,28000,3.07,1.24,6.17,41.9,4840,.457,24.4,9.22,14.13,28000,32.6,2.65,7.23,1.461,102.9,12.2,58,108,.91,6.81,88,373
"Kasteli Chania",81400,45000,4.94,197,6430,26000,3.26,1.38,6.44,44.8,5160,.453,37.5,9.92,14.69,26100,94.6,2.91,8.78,1.495,108.8,13.58,67,130,.94,6.91,64,374
"Kasteli Chania",70000,5000,8.69,78,3560,13000,3.57,2.2,10.13,58.5,6540,.649,56.5,7.2,12.86,11500,133.2,4.19,6.28,1.984,97.4,14.09,56,84,.9,9.64,64,375
"Kasteli Chania",80200,4000,9.25,88,3750,17000,4.19,2.45,11.71,62.7,6670,.712,65.2,7.26,15.6,14200,145,4.54,6.56,2.074,116.1,16.64,38,91,.98,9.21,67,376
"Kasteli Chania",78500,6000,11.15,114,3420,14000,3.8,3.02,13.66,77.5,5930,.822,75.1,10.25,15.55,14200,149.1,5.23,7.04,1.867,107.7,15.73,77,99,1.26,9.99,94,377
"Kasteli Chania",70800,15000,9.78,90,3560,13000,3.47,2.18,9.81,55.4,6310,.75,48,7.35,12.65,11200,127.2,4.67,6.08,1.939,99.2,13.47,32,104,.97,9.94,56,378
"Chora-Ano Englianos, Messenia",78800,51000,4.38,282,2650,11184,2.55,1.128,5.08,29,4850,.4397,25.4,20.4,17.97,50500,59.6,2.9173,2.11,.926,391,11.06,279,63,.7,4.22,85,379
"Chora-Ano Englianos, Messenia",77300,96000,4.38,515,6740,12395,2.1,1.2355,5.28,29.7,4110,.3562,27.8,22.7,18.43,46600,59.5,2.4417,3.23,.89,304,10.85,218,94,.82,4.5,82,380
"Chora-Ano Englianos, Messenia",65900,32000,6.72,648,2540,6617,2.58,1.8979,8.32,37.4,3860,.5137,41.3,83.1,14.66,45800,98.7,3.6044,1.99,.772,286,9.93,323,106,1.12,3.24,109,381
"Chora-Ano Englianos, Messenia",70000,86000,4.71,554,5150,15098,2.37,1.2534,5.46,31,3990,.3953,25.4,19.1,17.36,48900,59.2,2.875,2.4,.849,266,10.11,206,66,.96,3.56,82,382
"Chora-Ano Englianos, Messenia",69800,82000,4.91,504,3980,13607,2.7,1.2623,5.3,29.3,4060,.389,25.6,17.1,15.96,49500,58.5,2.6425,1.3,.835,266,9.39,177,69,.76,4.2,65,383
"Chora-Ano Englianos, Messenia",70100,86000,5.17,659,3240,7176,2.86,1.3876,5.71,30.7,3910,.4862,28.6,18.4,16.5,45600,63.1,2.8328,.99,.822,276,10.13,217,66,.95,4.06,70,384
"Chora-Ano Englianos, Messenia",80500,54000,10.4,386,6710,15377,2.18,2.6141,10.35,48.5,4450,.7505,44.5,19,14.19,47400,73.4,5.0102,1.84,.919,343,11.12,256,87,1.84,5.2,85,385
"Chora-Ano Englianos, Messenia",65400,92000,4.39,1652,5710,16589,2.71,1.1549,4.95,28.7,3620,.353,24,27.5,12.39,46800,55.2,2.41,3.25,.707,255,8.87,232,88,.84,3.51,92,386
"Chora-Ano Englianos, Messenia",55800,125000,4.19,956,5000,14073,2.7,1.1191,4.57,26.3,3150,.3826,23.1,22.6,11.26,46000,48.8,2.3677,2.8,.652,208,7.98,205,60,.69,3.2,71,387
"Chora-Ano Englianos, Messenia",77000,24000,4.63,400,1310,16962,2.51,1.1191,4.8,25.6,4580,.4344,27.8,12.3,16.71,51600,47.8,2.8116,3.27,.92,337,10.56,202,111,.69,4.2,84,388
"Chora-Ano Englianos, Messenia",72300,61000,5.11,445,4490,15005,2.47,1.2892,5.54,29.8,4240,.3995,26.8,14.6,14.9,47300,61.3,3.023,3.1,.842,267,9.85,185,78,.87,3.31,74,389
"Chora-Ano Englianos, Messenia",72200,82000,5.33,379,4100,10718,2.98,1.3518,5.69,30.7,4140,.4661,30,15.5,16.14,49600,62,3.0124,.75,.811,295,9.92,212,23,.91,4.28,47,390
"Chora-Ano Englianos, Messenia",74500,13000,10.7,453,6340,8481,2.13,2.8559,11.16,44.5,4030,.7959,49.2,18.4,14.88,44100,76.7,5.6444,2.69,.857,356,10.67,175,37,2.01,5.3,82,391
"Chora-Ano Englianos, Messenia",89900,29000,5.56,437,8840,13327,2.95,1.3071,5.89,35.4,5410,.4133,29.4,18.5,17.21,46900,75.4,3.2978,1.96,1.137,270,12.91,151,66,.92,6,104,392
"Chora-Ano Englianos, Messenia",66600,76000,5.21,505,4500,9133,2.71,1.3071,5.71,32.7,4120,.4165,32.1,20.8,14.33,47100,64.2,3.023,1.66,.92,286,10.22,185,58,.88,5.01,72,393
"Chora-Ano Englianos, Messenia",75400,83000,5.07,523,5170,19851,2.26,1.2713,5.57,30.3,4230,.3974,28.9,19.6,16.98,49200,62.1,2.7482,1.52,.864,287,10.28,187,100,.81,4.01,77,394
"Chora-Ano Englianos, Messenia",78100,106000,4.37,705,7040,21994,3,1.1728,5,28.8,3800,.353,25.9,25.4,18.36,49000,58.4,2.4945,6.46,.845,297,10.01,194,106,.83,3.93,101,395
"Chora-Ano Englianos, Messenia",67400,47000,5.1,479,5210,11929,3.94,1.2802,5.64,31.7,3960,.408,30.1,22.8,13.85,44500,65.9,2.9913,2.5,.903,298,10.07,157,80,.94,4.97,64,396
"Chora-Ano Englianos, Messenia",78100,20000,4.71,392,6540,13514,2.12,1.2086,5.38,30,4280,.4503,26.1,17.2,16.18,49300,63.9,3.1816,2.41,.898,488,10.88,211,67,.88,5.31,89,397
"Chora-Ano Englianos, Messenia",66400,71000,5.22,458,4610,13420,2.49,1.2892,5.59,30.5,3570,.4165,31.1,24.3,13.73,44700,64.9,2.8011,2.33,.813,263,9.45,169,50,.88,4.23,90,398
"Mycenae",5400,352900,.64,183,200,2900,.4,.142,.642,3.37,270,.045,2.4,4.75,2.13,5900,7.2,.31,.9,.094,38,1.14,47,10,.092,.44,16,399
"Mycenae",5400,344900,.56,186,270,2100,.39,.174,.652,3.66,360,.045,2.8,5,2.15,5800,7,.29,.8,.091,37.1,1.13,43,10,.112,.87,18,400
"Mycenae",13500,324400,.98,185,270,4900,.52,.274,1.051,6.59,410,.081,4.1,7.17,4.61,11100,13.2,.5,2.9,.16,59.4,2.29,64,26,.146,.65,31,401
"Mycenae",13700,314100,.93,184,280,5300,.39,.242,1.03,6.67,560,.087,4.9,6.87,4.36,9600,12.1,.58,2.9,6.604,60.5,2.25,55,23,.195,.65,36,402
"Mycenae",34700,233100,2.11,444,1050,11000,.99,.608,2.384,14.62,1570,.176,11.2,14.81,9.53,23400,26.6,1.27,4.8,.363,138.8,4.72,143,60,.358,1.73,61,403
"Mycenae",31800,228600,2.09,423,1020,10200,1,.614,2.418,14.28,1950,.167,13.1,15.36,9.49,23200,28.5,1.2,4.5,.354,139.9,4.8,144,66,.397,1.67,62,404
"Mycenae",36200,203000,2.97,774,2050,15700,1.27,.754,2.961,16.89,2220,.194,16.1,18.03,10.44,24000,31.9,1.55,4.6,.401,134.4,5.77,109,81,.432,1.92,77,405
"Mycenae",39400,212900,2.6,753,1970,13000,1.26,.735,2.942,17.3,1980,.23,16.6,18.4,10.55,24800,32.9,1.54,4.8,.4,136.6,5.68,127,84,.461,1.78,72,406
"Mycenae",22400,258800,1.61,451,1150,9900,.8,.481,1.849,11.46,1430,.133,11.5,15.86,7.12,18300,20.8,.94,3.2,.26,131.5,3.64,159,45,.251,.98,57,407
"Mycenae",24200,266000,1.7,465,1180,11600,.81,.473,1.857,10.58,1280,.125,10.9,15.95,7.16,18200,21.1,.96,3.3,.249,130.9,3.47,149,56,.256,1.14,56,408
"Mycenae",15400,307000,.6,242,350,6300,.57,.288,1.155,7.08,830,.083,5.9,9.64,5.07,13000,14.4,.59,3.1,.186,80.8,2.33,92,31,.166,.78,33,409
"Mycenae",15700,318600,1.15,245,420,6100,.58,.294,1.16,7.76,520,.095,5.7,9.64,5.06,13000,14.4,.65,3,.213,80.6,2.38,91,33,.174,.7,32,410
"Mycenae",18400,301700,1.44,406,370,6600,.81,.407,1.545,9.23,800,.11,9.5,11.03,5.63,13700,17.1,.8,2.3,.219,74.4,2.92,67,39,.234,.8,41,411
"Mycenae",17800,305800,1.48,417,410,9300,.79,.407,1.542,9.26,630,.111,7.6,11.08,5.68,13900,17.7,.83,2.4,.217,76.1,2.96,72,35,.254,.9,42,412
"Mycenae",47300,181900,3,578,1890,13200,1.36,.752,3.126,17.76,2450,.221,16.8,16.97,11.48,29000,35.9,1.62,4.9,.482,153.6,6.1,138,88,.523,2.43,78,413
"Mycenae",43600,178600,3.06,567,1940,16400,1.31,.773,3.151,18.49,2650,.239,15.9,17.08,11.5,28300,35.1,1.63,4.9,3.34,153.2,6.3,140,90,.435,2.32,75,414
"Mycenae",74900,67400,5.57,1371,1680,14400,1.7,1.584,6.228,38.77,4570,.41,34.2,44.85,18.74,55900,80.3,3.19,7.6,1.169,470.6,11.73,555,127,.948,4.4,136,415
"Mycenae",71400,65100,5.31,1293,1690,15100,1.71,1.437,6.243,38.6,4570,.43,32,43.22,18.31,54000,79.2,3.08,7.4,1.152,447.6,11.58,569,140,.989,4.69,131,416
"Mycenae",39500,123800,3.2,1151,1760,12700,1.11,.856,3.352,19.67,2700,.216,18.7,59.91,13.63,48100,39.5,1.83,4,.595,461.6,5.76,956,84,.527,2.04,110,417
"Mycenae",37200,115300,3.23,1141,1640,12100,1.13,.836,3.361,19.91,2890,.246,15.6,60.21,13.81,47200,40.4,1.83,4.3,.583,460.5,6.08,965,82,.486,2.38,121,418
"Mycenae",3500,329800,.76,387,580,1200,.41,.177,.737,3.85,930,.041,2,3.99,1.84,3200,7.1,.368,.4,.069,218.5,.81,40,2,.106,.49,15,439
"Mycenae",91200,123500,1.34,683,1320,27800,1.17,.337,1.429,11.26,1580,.156,8.3,39.38,17.3,56600,21,1.024,9,.332,287.5,4.01,395,181,.111,1.45,166,440
"Mycenae",100400,33200,1.85,407,1700,43400,1.58,.38,1.601,14.81,2430,.226,9.7,31.88,20.71,72800,26.9,1.427,16.3,.435,303.6,6.24,381,177,.296,1.99,161,442
"Mycenae",14500,385900,1.2,218,340,8900,.6,.282,1.2,6.96,750,.092,6.2,7.62,4.79,10900,15,.599,2.8,.196,63.3,2.52,77,29,.19,.64,36,443
"Mycenae",103400,33600,1.71,625,1010,32200,1.49,.369,1.616,13.84,1940,.199,9.9,34.48,22.88,70400,27.5,1.436,13.7,.411,340.5,6.07,405,192,.294,1.83,178,444
"Mycenae",31800,306300,2.66,511,1330,9200,1.16,.694,2.971,16.01,2360,.206,15.3,15.78,9.83,22200,32.4,1.411,4,.463,147.2,5.33,172,67,.461,1.6,72,445
"Mycenae",106800,60100,2.53,570,1080,34200,2.27,.604,2.63,21.06,2560,.281,16.6,44,21.56,68200,38.1,2.033,13.2,.457,321.9,8.16,360,236,.49,2.19,179,446
"Mycenae",40400,260700,3.1,969,2640,16500,1.45,.835,3.535,20.1,2770,.222,18.1,20.8,11.78,26300,38.7,1.691,4.8,.553,156.6,6.33,125,73,.59,1.85,86,447
"Mycenae",79400,94400,3,1056,6760,33800,2.31,.773,3.29,21.96,3110,.277,18.4,56.64,19.56,65600,46.2,2.073,11.2,.664,314,8.53,538,172,.509,2.11,207,448
"Mycenae",28900,307800,1.73,521,1220,8800,.93,.496,2.114,12.12,1850,.148,9.3,17.95,8.08,21000,23.7,1.002,3.7,.332,152.2,3.72,183,53,.332,1.06,64,449
"Mycenae",101800,49400,1.99,501,1530,37000,1.51,.413,1.764,14.99,2190,.214,11.1,33.51,20.66,70900,29.2,1.535,16,.457,309.4,6.1,397,138,.324,1.95,167,450
"Mycenae",17100,377600,1.22,287,400,7300,.62,.319,1.331,8.68,630,.09,7.1,10.43,5.32,12800,15.7,.679,3.2,.222,83.9,2.61,76,32,.217,.68,32,451
"Mycenae",98600,112700,2.05,361,1260,37000,1.91,.409,1.814,15.23,1760,.226,11.6,30.76,17.55,65600,27,1.538,10.7,.403,274.8,5.77,334,150,.302,1.68,165,452
"Mycenae",20200,347000,1.88,532,490,7500,.91,.429,1.834,10.76,1890,.118,9.2,12.45,6.19,14400,19.8,.893,2.5,.265,76.9,3.32,74,36,.33,.85,49,453
"Mycenae",106400,33600,2.53,753,2560,34500,2.04,.618,2.641,21.7,2390,.291,14.7,37.49,20.67,69700,39.8,1.945,10.6,.509,275.9,8.55,311,146,.379,1.97,162,454
"Mycenae",53900,212800,3.38,660,2120,17900,1.56,.824,3.539,20.35,2910,.25,19.4,19.23,13.13,32600,40.2,1.726,5.3,.571,173.7,7.2,116,100,.608,2.14,84,455
"Mycenae",128600,21000,4.59,990,910,24500,1.44,1.259,5.516,39.15,3720,.359,32.4,37.9,28.96,83500,85.1,2.722,11.8,1.192,433.5,14.34,718,172,.862,3.29,212,456
